"","des","id","type","tfs","tfs_zulu","x","sv_id","start_speed","end_speed","sz_top","sz_bot","pfx_x","pfx_z","px","pz","x0","y0","z0","vx0","vy0","vz0","ax","ay","az","break_y","break_angle","break_length","pitch_type","type_confidence","zone","nasty","spin_dir","spin_rate","cc","mt","url","inning_side.x","inning","next_.x","num","on_1b","on_2b","on_3b","count","remove","away","home","event_num.x","play_guid.x","code","pitcher","batter","b","s","o","start_tfs","start_tfs_zulu","stand","b_height","p_throws","atbat_des","event","score","home_team_runs","away_team_runs","event2","event3","batter_name","pitcher_name","event4","end_tfs_zulu","team_name","tmax","tmin","tdmean","tmean","heat_index","rh","y","m","d"
"703","Foul",203,"S","010457","2018-09-02T01:04:57Z",134.69,"180902_010502",83.4,76.4,3.38018530951865,1.42071882580049,-10.3828607591568,1.28298907420134,-0.464201090847568,0.813152318339998,-3.18679854313958,50,4.98743964313916,9.74311123518445,-121.124749687948,-3.66476387454912,-15.4495333657505,23.3045730435532,-30.2649810104474,23.8,23.9,9.2,"CH",2,13,26,262.956,1864.555,"","","http://gd2.mlb.com/components/game/mlb/year_2018/month_09/day_01/gid_2018_09_01_minmlb_texmlb_1/inning/inning_all.xml","bottom",3,"Y",24,NA,NA,NA,"0-1","","min","tex","203","5e9ed853-07de-4c7f-a81c-a0775d7fde55","F",621244,462101,1,2,2,"010404","2018-09-02T01:04:04Z","R","6-0","R","Elvis Andrus grounds out, third baseman Miguel Sano to first baseman Joe Mauer.  ","Groundout",NA,"4","2",NA,NA,"Elvis Andrus","Jose Berrios",NA,"2018-09-02T01:06:18Z","Texas Rangers",35.5379981994629,24.798999786377,19.3369998931885,30.1684989929199,31.68,52.2940175534204,"2018","09","01"
"704","Foul",204,"S","010518","2018-09-02T01:05:18Z",134.79,"180902_010528",92.1,85.1,3.28152019075161,1.44556751937258,-7.70363490720524,7.6458053948747,-0.466598353977201,3.27024030042382,-3.12042339800189,49.9999999999999,5.3779827451825,9.72408574298929,-133.936355871106,-2.20231893381257,-14.1845062688792,25.232426697868,-18.0960222921282,23.8,33.8,4.9,"FF",2,1,48,225.215,2164.722,"","","http://gd2.mlb.com/components/game/mlb/year_2018/month_09/day_01/gid_2018_09_01_minmlb_texmlb_1/inning/inning_all.xml","bottom",3,"Y",24,NA,NA,NA,"0-2","","min","tex","204","152b2765-f0ec-410a-91d4-f962d6a3b666","F",621244,462101,1,2,2,"010404","2018-09-02T01:04:04Z","R","6-0","R","Elvis Andrus grounds out, third baseman Miguel Sano to first baseman Joe Mauer.  ","Groundout",NA,"4","2",NA,NA,"Elvis Andrus","Jose Berrios",NA,"2018-09-02T01:06:18Z","Texas Rangers",35.5379981994629,24.798999786377,19.3369998931885,30.1684989929199,31.68,52.2940175534204,"2018","09","01"
"705","Ball",205,"B","010542","2018-09-02T01:05:42Z",69.78,"180902_010547",81.2,74.7,3.13342847791157,1.42071882580049,7.15563286626162,0.494945630987687,1.23889870636104,0.429091281206071,-3.0832216845744,50,5.0655605287649,7.86524956225541,-117.846969892099,-3.95080297235152,9.96659328685219,24.3972139610725,-31.484672522842,23.8,-19.3,10,"CU",2,14,30,93.957,1229.892,"","","http://gd2.mlb.com/components/game/mlb/year_2018/month_09/day_01/gid_2018_09_01_minmlb_texmlb_1/inning/inning_all.xml","bottom",3,"Y",24,NA,NA,NA,"0-2","","min","tex","205","9f298667-3771-4ed6-be81-b8777173cdee","B",621244,462101,1,2,2,"010404","2018-09-02T01:04:04Z","R","6-0","R","Elvis Andrus grounds out, third baseman Miguel Sano to first baseman Joe Mauer.  ","Groundout",NA,"4","2",NA,NA,"Elvis Andrus","Jose Berrios",NA,"2018-09-02T01:06:18Z","Texas Rangers",35.5379981994629,24.798999786377,19.3369998931885,30.1684989929199,31.68,52.2940175534204,"2018","09","01"
"706","In play, out(s)",206,"X","010603","2018-09-02T01:06:03Z",167.04,"180902_010610",91.9,84.4,3.18280487320502,1.39586740243864,-10.8693400801854,5.76130381458533,-1.3128211592293,2.4022658181314,-3.27525507507926,50,5.16870067989999,8.91009355518393,-133.508282640051,-3.18595161366577,-19.6909441976431,27.7456031736177,-21.7368452780569,23.8,38.6,6.4,"FT",2,11,17,242.074,2421.736,"","","http://gd2.mlb.com/components/game/mlb/year_2018/month_09/day_01/gid_2018_09_01_minmlb_texmlb_1/inning/inning_all.xml","bottom",3,"Y",24,NA,NA,NA,"1-2","","min","tex","206","24c6cf2a-10c3-4b98-8b76-b962db5527b8","X",621244,462101,1,2,2,"010404","2018-09-02T01:04:04Z","R","6-0","R","Elvis Andrus grounds out, third baseman Miguel Sano to first baseman Joe Mauer.  ","Groundout",NA,"4","2",NA,NA,"Elvis Andrus","Jose Berrios",NA,"2018-09-02T01:06:18Z","Texas Rangers",35.5379981994629,24.798999786377,19.3369998931885,30.1684989929199,31.68,52.2940175534204,"2018","09","01"
"707","Called Strike",210,"S","010652","2018-09-02T01:06:52Z",116.62,"180902_010657",81.4,74,3.5491975626622,1.69390234295147,6.74194654804876,-1.27005641771231,0.0106326046295279,2.16310592163289,-3.21849753588446,49.9999999999999,5.27109720283846,5.47230739896463,-118.251946409193,0.0837843178506255,9.43935172230291,24.910953896268,-33.9522455724575,23.8,-17.1,10.3,"CU",2,8,59,79.331,1178.444,"","","http://gd2.mlb.com/components/game/mlb/year_2018/month_09/day_01/gid_2018_09_01_minmlb_texmlb_1/inning/inning_all.xml","bottom",3,"Y",25,NA,NA,NA,"0-0","","min","tex","210","f76a0626-7c0b-40d8-bba3-acc70c36a8c2","C",621244,608577,1,3,3,"010640","2018-09-02T01:06:40Z","L","6-4","R","Nomar Mazara called out on strikes.  ","Strikeout",NA,"4","2",NA,NA,"Nomar Mazara","Jose Berrios",NA,"2018-09-02T01:07:50Z","Texas Rangers",35.5379981994629,24.798999786377,19.3369998931885,30.1684989929199,31.68,52.2940175534204,"2018","09","01"
"708","Swinging Strike",211,"S","010707","2018-09-02T01:07:07Z",106.84,"180902_010712",81.2,74.4,3.45415104730879,1.7435356668023,8.33105798310892,-0.443042866909981,0.266099436121914,1.22767819567599,-3.15281915272497,50,5.22076145568252,5.43702476143429,-118.14568714981,-2.23419368563828,11.6899007621483,24.0352527891726,-32.7957135548083,23.8,-20.8,10.3,"CU",2,14,12,86.956,1437.502,"","","http://gd2.mlb.com/components/game/mlb/year_2018/month_09/day_01/gid_2018_09_01_minmlb_texmlb_1/inning/inning_all.xml","bottom",3,"Y",25,NA,NA,NA,"0-1","","min","tex","211","de84602b-d4b4-4689-9bb1-86725e47ee6d","S",621244,608577,1,3,3,"010640","2018-09-02T01:06:40Z","L","6-4","R","Nomar Mazara called out on strikes.  ","Strikeout",NA,"4","2",NA,NA,"Nomar Mazara","Jose Berrios",NA,"2018-09-02T01:07:50Z","Texas Rangers",35.5379981994629,24.798999786377,19.3369998931885,30.1684989929199,31.68,52.2940175534204,"2018","09","01"
"709","Ball",212,"B","010727","2018-09-02T01:07:27Z",131.92,"180902_010732",93.8,85.1,3.38018530951865,1.79315761983498,-6.31457089326666,7.8275108651948,-0.39125748166624,4.37469766428414,-3.12817330328821,50.0000000000001,5.41418414871903,9.58821585352807,-136.460333371003,0.425576857907416,-11.9203109844482,29.7099322454269,-17.3976899844231,23.8,29.6,4.3,"FF",2,11,23,218.893,2018.404,"","","http://gd2.mlb.com/components/game/mlb/year_2018/month_09/day_01/gid_2018_09_01_minmlb_texmlb_1/inning/inning_all.xml","bottom",3,"Y",25,NA,NA,NA,"0-2","","min","tex","212","dbeebd0e-4313-4cdb-bf8c-97761666b26f","B",621244,608577,1,3,3,"010640","2018-09-02T01:06:40Z","L","6-4","R","Nomar Mazara called out on strikes.  ","Strikeout",NA,"4","2",NA,NA,"Nomar Mazara","Jose Berrios",NA,"2018-09-02T01:07:50Z","Texas Rangers",35.5379981994629,24.798999786377,19.3369998931885,30.1684989929199,31.68,52.2940175534204,"2018","09","01"
"710","Called Strike",213,"S","010746","2018-09-02T01:07:46Z",113.6,"180902_010751",94,85.5,3.52726261902081,1.61841511939357,-8.09098441669918,7.42750611438272,0.0893025680608983,3.69369836857355,-2.97792757020406,50,5.40328412811482,11.1106031708978,-136.401036082611,-1.25199123967372,-15.3049299696753,28.8650936160482,-18.1241560989266,23.8,35.2,4.8,"FF",2,12,36,227.447,2209.759,"","","http://gd2.mlb.com/components/game/mlb/year_2018/month_09/day_01/gid_2018_09_01_minmlb_texmlb_1/inning/inning_all.xml","bottom",3,"Y",25,NA,NA,NA,"1-2","","min","tex","213","4faa0bfc-383c-44bb-bb14-e2916213b489","C",621244,608577,1,3,3,"010640","2018-09-02T01:06:40Z","L","6-4","R","Nomar Mazara called out on strikes.  ","Strikeout",NA,"4","2",NA,NA,"Nomar Mazara","Jose Berrios",NA,"2018-09-02T01:07:50Z","Texas Rangers",35.5379981994629,24.798999786377,19.3369998931885,30.1684989929199,31.68,52.2940175534204,"2018","09","01"
"711","Ball",243,"B","011730","2018-09-02T01:17:30Z",204.84,"180902_011735",90.9,83.1,3.67611918256588,1.69427688665007,-10.8538208528658,6.53274744180727,-2.30435592053111,2.91414776985904,-3.25275200655756,50,5.21554227747431,6.17939047084296,-132.282353899578,-2.10756363272885,-19.3562644680316,26.5119360951466,-20.5238113818329,23.8,40.9,6.3,"FT",2,11,26,238.956,2477.72,"","","http://gd2.mlb.com/components/game/mlb/year_2018/month_09/day_01/gid_2018_09_01_minmlb_texmlb_1/inning/inning_all.xml","bottom",4,"Y",29,NA,NA,NA,"0-0","","min","tex","243","a6e4341f-3442-4924-b384-31fa6ffa7522","B",621244,134181,1,1,0,"011726","2018-09-02T01:17:26Z","R","5-11","R","Adrian Beltre homers (8) on a fly ball to left field.  ","Home Run","T","5","2",NA,NA,"Adrian Beltre","Jose Berrios",NA,"2018-09-02T01:18:20Z","Texas Rangers",35.5379981994629,24.798999786377,19.3369998931885,30.1684989929199,31.68,52.2940175534204,"2018","09","01"
"712","Swinging Strike",244,"S","011745","2018-09-02T01:17:45Z",107.49,"180902_011749",84.1,76.9,3.55297959848189,1.71909282968547,-11.6077854680911,0.135042912794322,0.249500353981752,0.162984035111877,-3.03137631090868,49.9999999999999,4.92891015843707,11.521740815594,-121.875672702604,-4.8231101560925,-17.4573662354307,23.9750071536085,-31.9709526607809,23.8,25.1,9.8,"CH",2,14,19,269.334,2078.228,"","","http://gd2.mlb.com/components/game/mlb/year_2018/month_09/day_01/gid_2018_09_01_minmlb_texmlb_1/inning/inning_all.xml","bottom",4,"Y",29,NA,NA,NA,"1-0","","min","tex","244","97a348e9-0b12-483d-bbf5-d160e26a2462","S",621244,134181,1,1,0,"011726","2018-09-02T01:17:26Z","R","5-11","R","Adrian Beltre homers (8) on a fly ball to left field.  ","Home Run","T","5","2",NA,NA,"Adrian Beltre","Jose Berrios",NA,"2018-09-02T01:18:20Z","Texas Rangers",35.5379981994629,24.798999786377,19.3369998931885,30.1684989929199,31.68,52.2940175534204,"2018","09","01"
"713","In play, run(s)",245,"X","011803","2018-09-02T01:18:03Z",115.24,"180902_011818",81,74.5,3.62687290094324,1.76871621284512,5.5933196952478,-0.636661690358263,0.0457113489865271,2.40534339713448,-3.23150384143937,50,5.29540279113325,5.91933211163493,-117.659758217561,0.41845300719558,7.82073184100757,22.86012082622,-33.0642462610181,23.8,-15,9.9,"CU",2,5,11,83.506,970.549,"","","http://gd2.mlb.com/components/game/mlb/year_2018/month_09/day_01/gid_2018_09_01_minmlb_texmlb_1/inning/inning_all.xml","bottom",4,"Y",29,NA,NA,NA,"1-1","","min","tex","245","cb5da1a8-bed4-41f1-a2bc-06ec87d7ecac","E",621244,134181,1,1,0,"011726","2018-09-02T01:17:26Z","R","5-11","R","Adrian Beltre homers (8) on a fly ball to left field.  ","Home Run","T","5","2",NA,NA,"Adrian Beltre","Jose Berrios",NA,"2018-09-02T01:18:20Z","Texas Rangers",35.5379981994629,24.798999786377,19.3369998931885,30.1684989929199,31.68,52.2940175534204,"2018","09","01"
"714","Ball",250,"B","011858","2018-09-02T01:18:58Z",188.87,"180902_011903",94.1,85.9,3.30646270876432,1.57015499104026,-11.1393955324929,4.97891551915897,-1.88556835748416,2.82938049936404,-3.26297607052585,50,5.20407018273081,7.65184861959744,-136.969096907567,-2.24433287903747,-21.2407501921254,29.1921613153908,-22.6801850463622,23.8,40.3,6.5,"FT",2,11,30,245.917,2464.333,"","","http://gd2.mlb.com/components/game/mlb/year_2018/month_09/day_01/gid_2018_09_01_minmlb_texmlb_1/inning/inning_all.xml","bottom",4,"Y",30,NA,NA,NA,"0-0","","min","tex","250","12b9ba84-48ac-4d6d-9b4b-3ac93a658f13","B",621244,595777,2,3,1,"011856","2018-09-02T01:18:56Z","L","6-0","R","Jurickson Profar strikes out swinging.  ","Strikeout",NA,"5","2",NA,NA,"Jurickson Profar","Jose Berrios",NA,"2018-09-02T01:20:28Z","Texas Rangers",35.5379981994629,24.798999786377,19.3369998931885,30.1684989929199,31.68,52.2940175534204,"2018","09","01"
"715","Ball",251,"B","011914","2018-09-02T01:19:14Z",176.11,"180902_011919",94.1,85.8,3.40484371447251,1.71872042212402,-9.78279909681036,3.97647790558243,-1.5508209433328,2.2715699670216,-3.20309942028791,50,5.15904640227625,7.90306604534152,-136.813349239466,-3.25173754573197,-18.5795429680562,29.6137562789433,-24.6219010189855,23.8,33.8,6.5,"FT",2,13,27,247.879,2126.733,"","","http://gd2.mlb.com/components/game/mlb/year_2018/month_09/day_01/gid_2018_09_01_minmlb_texmlb_1/inning/inning_all.xml","bottom",4,"Y",30,NA,NA,NA,"1-0","","min","tex","251","6a026f24-5d28-4df7-9f3a-2df95291adc2","B",621244,595777,2,3,1,"011856","2018-09-02T01:18:56Z","L","6-0","R","Jurickson Profar strikes out swinging.  ","Strikeout",NA,"5","2",NA,NA,"Jurickson Profar","Jose Berrios",NA,"2018-09-02T01:20:28Z","Texas Rangers",35.5379981994629,24.798999786377,19.3369998931885,30.1684989929199,31.68,52.2940175534204,"2018","09","01"
"716","Called Strike",252,"S","011937","2018-09-02T01:19:37Z",151.68,"180902_011942",93,84.9,3.30591531516848,1.32088640528024,-9.66950296690357,4.80886386390416,-0.90979739571766,1.96891937173551,-3.17806102508652,50,5.07059083871194,9.41590400267274,-135.177378247128,-3.93280905192804,-17.9332986859538,28.8251231231247,-23.2554110311452,23.8,33.6,6.3,"FT",2,13,57,243.557,2149.555,"","","http://gd2.mlb.com/components/game/mlb/year_2018/month_09/day_01/gid_2018_09_01_minmlb_texmlb_1/inning/inning_all.xml","bottom",4,"Y",30,NA,NA,NA,"2-0","","min","tex","252","ed33728d-21c1-4d1e-93fb-b32a5464b28b","C",621244,595777,2,3,1,"011856","2018-09-02T01:18:56Z","L","6-0","R","Jurickson Profar strikes out swinging.  ","Strikeout",NA,"5","2",NA,NA,"Jurickson Profar","Jose Berrios",NA,"2018-09-02T01:20:28Z","Texas Rangers",35.5379981994629,24.798999786377,19.3369998931885,30.1684989929199,31.68,52.2940175534204,"2018","09","01"
"717","Foul",253,"S","011956","2018-09-02T01:19:56Z",123.56,"180902_012002",82.9,76.3,3.18280487320502,1.59460184859934,-9.96025382914758,0.814562320010483,-0.170402026951485,1.62200284874145,-3.1790083176616,50,5.09984010800412,10.2205172261063,-120.359609870915,-1.74152328549439,-14.6017169709221,23.4945222683503,-30.979901433677,23.8,22.2,9.3,"CH",2,8,32,265.325,1765.927,"","","http://gd2.mlb.com/components/game/mlb/year_2018/month_09/day_01/gid_2018_09_01_minmlb_texmlb_1/inning/inning_all.xml","bottom",4,"Y",30,NA,NA,NA,"2-1","","min","tex","253","6f73fe42-5419-4443-b84c-d5fec56d7811","F",621244,595777,2,3,1,"011856","2018-09-02T01:18:56Z","L","6-0","R","Jurickson Profar strikes out swinging.  ","Strikeout",NA,"5","2",NA,NA,"Jurickson Profar","Jose Berrios",NA,"2018-09-02T01:20:28Z","Texas Rangers",35.5379981994629,24.798999786377,19.3369998931885,30.1684989929199,31.68,52.2940175534204,"2018","09","01"
"718","Swinging Strike",254,"S","012023","2018-09-02T01:20:23Z",87.58,"180902_012029",81.4,74.9,3.20748839355622,1.59460184859934,6.29412691457383,-1.33245537888787,0.781616473657839,1.19571726769771,-3.1168067786596,50,5.2097895199994,7.18047299418278,-118.264295883249,-2.04685737878638,8.87158899521206,23.5612449481235,-34.052148034943,23.8,-16.3,10.3,"CU",2,14,49,78.047,1112.424,"","","http://gd2.mlb.com/components/game/mlb/year_2018/month_09/day_01/gid_2018_09_01_minmlb_texmlb_1/inning/inning_all.xml","bottom",4,"Y",30,NA,NA,NA,"2-2","","min","tex","254","e079b2d3-9db2-4448-9566-ebcf4ee459d8","S",621244,595777,2,3,1,"011856","2018-09-02T01:18:56Z","L","6-0","R","Jurickson Profar strikes out swinging.  ","Strikeout",NA,"5","2",NA,NA,"Jurickson Profar","Jose Berrios",NA,"2018-09-02T01:20:28Z","Texas Rangers",35.5379981994629,24.798999786377,19.3369998931885,30.1684989929199,31.68,52.2940175534204,"2018","09","01"
"719","Ball",258,"B","012106","2018-09-02T01:21:06Z",115.93,"180902_012111",80.9,74.4,3.74972822300377,1.76834806875435,4.71226336022165,-0.0636867623184016,0.0274747320314648,0.826338756214703,-3.27254286265744,50,5.19080682036293,6.23223124466336,-117.583186427946,-3.16011246759694,6.57631892200541,22.9542541779816,-32.2629282365543,23.8,-13,9.8,"CU",2,14,51,89.225,811.483,"","","http://gd2.mlb.com/components/game/mlb/year_2018/month_09/day_01/gid_2018_09_01_minmlb_texmlb_1/inning/inning_all.xml","bottom",4,"Y",31,NA,NA,NA,"0-0","","min","tex","258","9128c5ff-5809-4496-91a4-5974238f6cf0","B",621244,608336,2,3,2,"012103","2018-09-02T01:21:03Z","L","6-5","R","Joey Gallo strikes out swinging.  ","Strikeout",NA,"5","2",NA,NA,"Joey Gallo","Jose Berrios",NA,"2018-09-02T01:23:25Z","Texas Rangers",35.5379981994629,24.798999786377,19.3369998931885,30.1684989929199,31.68,52.2940175534204,"2018","09","01"
"720","Ball",259,"B","012126","2018-09-02T01:21:26Z",166.51,"180902_012131",83.4,77.6,3.62662682526672,1.67897968754384,-9.22045522385774,0.656601311916698,-1.29931943409476,2.06646193788693,-3.29490717313025,50,5.08726078097565,7.72612519562626,-121.424384180847,-0.849537176392668,-14.0339004842989,19.4358411262523,-31.1746751799993,23.9,22.4,9,"CH",2,13,19,265.927,1681.02,"","","http://gd2.mlb.com/components/game/mlb/year_2018/month_09/day_01/gid_2018_09_01_minmlb_texmlb_1/inning/inning_all.xml","bottom",4,"Y",31,NA,NA,NA,"1-0","","min","tex","259","5185bf50-d049-4c25-b3f6-177b5d2bd1e9","B",621244,608336,2,3,2,"012103","2018-09-02T01:21:03Z","L","6-5","R","Joey Gallo strikes out swinging.  ","Strikeout",NA,"5","2",NA,NA,"Joey Gallo","Jose Berrios",NA,"2018-09-02T01:23:25Z","Texas Rangers",35.5379981994629,24.798999786377,19.3369998931885,30.1684989929199,31.68,52.2940175534204,"2018","09","01"
"721","Called Strike",260,"S","012142","2018-09-02T01:21:42Z",124.24,"180902_012147",83.1,77.1,3.72511433761034,1.69390234295147,-8.51530669501265,-0.808909846650394,-0.190489062694896,1.99541561055065,-3.17134113087783,50,5.10377628883982,9.80904128548218,-120.697287035051,-0.49484118072874,-12.7586379554382,20.0335923547662,-33.3860528026247,23.9,18.6,9.5,"CH",2,8,29,275.427,1540.494,"","","http://gd2.mlb.com/components/game/mlb/year_2018/month_09/day_01/gid_2018_09_01_minmlb_texmlb_1/inning/inning_all.xml","bottom",4,"Y",31,NA,NA,NA,"2-0","","min","tex","260","dfd24870-d6f8-4be2-b65e-694c66d5d0cf","C",621244,608336,2,3,2,"012103","2018-09-02T01:21:03Z","L","6-5","R","Joey Gallo strikes out swinging.  ","Strikeout",NA,"5","2",NA,NA,"Joey Gallo","Jose Berrios",NA,"2018-09-02T01:23:25Z","Texas Rangers",35.5379981994629,24.798999786377,19.3369998931885,30.1684989929199,31.68,52.2940175534204,"2018","09","01"
"722","Foul",261,"S","012159","2018-09-02T01:21:59Z",126.7,"180902_012208",94.2,86.5,3.8235506548539,1.94195461133161,-11.9061766119613,3.94544081949416,-0.254560941841419,2.56024957222806,-3.10229870555813,50,5.15165811032829,11.90360825346,-136.726351014653,-2.46482510236045,-22.7058378269694,28.0444681900625,-24.6498413887541,23.8,39,6.9,"FT",2,7,36,251.666,2538.118,"","","http://gd2.mlb.com/components/game/mlb/year_2018/month_09/day_01/gid_2018_09_01_minmlb_texmlb_1/inning/inning_all.xml","bottom",4,"Y",31,NA,NA,NA,"2-1","","min","tex","261","b3ff0c93-601e-4a4d-b86c-d145edd67563","F",621244,608336,2,3,2,"012103","2018-09-02T01:21:03Z","L","6-5","R","Joey Gallo strikes out swinging.  ","Strikeout",NA,"5","2",NA,NA,"Joey Gallo","Jose Berrios",NA,"2018-09-02T01:23:25Z","Texas Rangers",35.5379981994629,24.798999786377,19.3369998931885,30.1684989929199,31.68,52.2940175534204,"2018","09","01"
"723","Foul",262,"S","012225","2018-09-02T01:22:25Z",140.99,"180902_012230",84.3,77,3.67587697007957,1.81796431196867,-9.50466692744954,4.70417222745995,-0.629340822665988,2.178831351768,-3.13301707537494,50,5.10228172827045,9.01412639306074,-122.361202080239,-1.8534775175048,-14.3538341509845,25.0229157912725,-25.0698640030906,23.8,26.3,7.6,"CH",2,7,42,243.667,1898.905,"","","http://gd2.mlb.com/components/game/mlb/year_2018/month_09/day_01/gid_2018_09_01_minmlb_texmlb_1/inning/inning_all.xml","bottom",4,"Y",31,NA,NA,NA,"2-2","","min","tex","262","99f9d605-1b03-4eff-92f0-27aadedb065c","F",621244,608336,2,3,2,"012103","2018-09-02T01:21:03Z","L","6-5","R","Joey Gallo strikes out swinging.  ","Strikeout",NA,"5","2",NA,NA,"Joey Gallo","Jose Berrios",NA,"2018-09-02T01:23:25Z","Texas Rangers",35.5379981994629,24.798999786377,19.3369998931885,30.1684989929199,31.68,52.2940175534204,"2018","09","01"
"724","Swinging Strike",263,"S","012319","2018-09-02T01:23:19Z",164.1,"180902_012325",94.3,85.5,3.70049725240479,1.7931576198384,-6.51673468876746,7.75059865000208,-1.23564588610802,2.95890177777031,-3.26765391456395,50.0000000000001,5.17395835738523,7.78419420660426,-137.109110679364,-2.7643689755107,-12.3790644863465,30.9100836003484,-17.4511597051256,23.8,30.5,4.5,"FF",2,11,47,220.056,2035.348,"","","http://gd2.mlb.com/components/game/mlb/year_2018/month_09/day_01/gid_2018_09_01_minmlb_texmlb_1/inning/inning_all.xml","bottom",4,"Y",31,NA,NA,NA,"2-2","","min","tex","263","3e44484b-5441-4a32-80df-bdbd1b1dffff","S",621244,608336,2,3,2,"012103","2018-09-02T01:21:03Z","L","6-5","R","Joey Gallo strikes out swinging.  ","Strikeout",NA,"5","2",NA,NA,"Joey Gallo","Jose Berrios",NA,"2018-09-02T01:23:25Z","Texas Rangers",35.5379981994629,24.798999786377,19.3369998931885,30.1684989929199,31.68,52.2940175534204,"2018","09","01"
"725","Ball",267,"B","012400","2018-09-02T01:24:00Z",155.52,"180902_012405",85.2,78.2,3.92193561984748,1.84276813715809,-9.35237776929173,3.04380741846851,-1.01063701452809,2.12153683074628,-3.27746399151504,50,5.01676052544367,8.54251103248152,-123.821880699364,-1.51171053465526,-14.6324773174649,22.9251363739784,-27.4117897909951,23.8,25.4,7.9,"CH",2,13,74,251.972,1802.954,"","","http://gd2.mlb.com/components/game/mlb/year_2018/month_09/day_01/gid_2018_09_01_minmlb_texmlb_1/inning/inning_all.xml","bottom",4,"Y",32,NA,NA,NA,"0-0","","min","tex","267","fce7113d-fa4f-42d8-82b9-e4d7114e52ac","B",621244,608597,4,1,2,"012358","2018-09-02T01:23:58Z","L","6-5","R","Ronald Guzman walks.  ","Walk",NA,"5","2",NA,NA,"Ronald Guzman","Jose Berrios",NA,"2018-09-02T01:25:11Z","Texas Rangers",35.5379981994629,24.798999786377,19.3369998931885,30.1684989929199,31.68,52.2940175534204,"2018","09","01"
"726","Ball",268,"B","012412","2018-09-02T01:24:12Z",120.78,"180902_012417",81.8,74.9,3.92193561984748,1.84276813715809,-10.6767497421911,4.15621670549203,-0.099206390585974,1.20967395470205,-3.15780548497426,50,4.97400132931682,10.4111708274868,-118.559019047633,-3.21048134672369,-15.2147252200877,22.4141155007953,-26.2513008423661,23.8,26.5,8.5,"CH",2,13,14,248.73,1997.884,"","","http://gd2.mlb.com/components/game/mlb/year_2018/month_09/day_01/gid_2018_09_01_minmlb_texmlb_1/inning/inning_all.xml","bottom",4,"Y",32,NA,NA,NA,"1-0","","min","tex","268","a0dd7520-5c40-4009-8604-0d044a487222","B",621244,608597,4,1,2,"012358","2018-09-02T01:23:58Z","L","6-5","R","Ronald Guzman walks.  ","Walk",NA,"5","2",NA,NA,"Ronald Guzman","Jose Berrios",NA,"2018-09-02T01:25:11Z","Texas Rangers",35.5379981994629,24.798999786377,19.3369998931885,30.1684989929199,31.68,52.2940175534204,"2018","09","01"
"727","Ball",269,"B","012430","2018-09-02T01:24:30Z",177.91,"180902_012435",94.1,85.9,3.94652382114779,1.94195461133161,-9.27987661894476,6.3544011846257,-1.59792311420505,2.89418550149937,-3.26470795577957,50,5.20818015623997,7.78312662493284,-136.888344707686,-2.56700308345593,-17.7056265874239,28.6518274922777,-20.0501099329382,23.8,38.1,5.6,"FT",2,13,22,235.598,2274.26,"","","http://gd2.mlb.com/components/game/mlb/year_2018/month_09/day_01/gid_2018_09_01_minmlb_texmlb_1/inning/inning_all.xml","bottom",4,"Y",32,NA,NA,NA,"2-0","","min","tex","269","d79cc290-8e27-448a-9a2c-b0d7e03b9179","B",621244,608597,4,1,2,"012358","2018-09-02T01:23:58Z","L","6-5","R","Ronald Guzman walks.  ","Walk",NA,"5","2",NA,NA,"Ronald Guzman","Jose Berrios",NA,"2018-09-02T01:25:11Z","Texas Rangers",35.5379981994629,24.798999786377,19.3369998931885,30.1684989929199,31.68,52.2940175534204,"2018","09","01"
"728","Called Strike",270,"S","012449","2018-09-02T01:24:49Z",142.61,"180902_012454",92.6,85,4.04484441104493,1.91716233229455,-10.7057315528102,4.23678803162242,-0.671890361842725,1.95946945162398,-3.15151235623661,50,5.14047430990107,10.3218677162592,-134.445048733707,-3.91221258284186,-19.7918695333893,26.4057603884461,-24.3414258581259,23.8,35.4,6.7,"FT",2,7,61,248.409,2296.882,"","","http://gd2.mlb.com/components/game/mlb/year_2018/month_09/day_01/gid_2018_09_01_minmlb_texmlb_1/inning/inning_all.xml","bottom",4,"Y",32,NA,NA,NA,"3-0","","min","tex","270","041939fd-1cf2-4121-b603-609b587fa10f","C",621244,608597,4,1,2,"012358","2018-09-02T01:23:58Z","L","6-5","R","Ronald Guzman walks.  ","Walk",NA,"5","2",NA,NA,"Ronald Guzman","Jose Berrios",NA,"2018-09-02T01:25:11Z","Texas Rangers",35.5379981994629,24.798999786377,19.3369998931885,30.1684989929199,31.68,52.2940175534204,"2018","09","01"
